 Length, Height, Width, Sum, Omnivariance, Eigenentropy, Surface Variation, Verticality, Class
1.138,1.77,0.7485,0.2903,0.05813,0.5562,0.7644,0.001276,2
1.209,1.8,0.7628,0.3151,0.06315,0.5732,0.7786,0.01432,2
1.348,1.75,0.7774,0.2727,0.0621,0.566,0.7046,0.01058,2
1.216,1.78,0.6034,0.3149,0.06915,0.5977,0.7294,0.004459,2
1.835,1.76,1.551,0.5923,0.1448,0.8191,0.6155,0.93,2
0.871,1.73,1.242,0.2754,0.06033,0.5644,0.7074,0.003037,2
1.194,1.76,0.6885,0.3216,0.06362,0.5786,0.7748,0.009822,2
1.325,1.7,0.7509,0.2819,0.06438,0.5808,0.6811,0.007638,2
1.116,1.69,0.6587,0.2706,0.06016,0.5669,0.6764,0.01245,2
1.154,1.73,0.6884,0.3065,0.06174,0.5738,0.756,0.01063,2
1.082,1.72,0.7075,0.2691,0.05599,0.5434,0.7487,0.01776,2
1.051,1.66,0.6946,0.2583,0.05641,0.5376,0.7435,0.004318,2
0.5107,1.51,0.6877,0.2346,0.03527,0.4563,0.8556,0.006696,3
0.4357,1.51,0.5441,0.2027,0.02562,0.4061,0.8904,0.0006929,3
0.6319,1.53,0.5657,0.2372,0.03224,0.4533,0.8595,0.003395,3
0.7472,1.44,0.502,0.2228,0.03159,0.4578,0.8091,0.004317,3
0.7495,1.46,0.4294,0.2207,0.03032,0.4533,0.8133,0.01255,3
0.6171,1.46,0.5926,0.2196,0.03003,0.4359,0.8621,0.01017,3
0.5644,1.56,0.4558,0.2072,0.0256,0.4111,0.8877,0.007126,3
0.6088,1.49,0.7363,0.23,0.03313,0.4534,0.8467,0.00672,3
0.6729,1.43,0.6946,0.2115,0.03529,0.4615,0.77,0.003785,3
0.9456,1.44,0.6919,0.2258,0.03685,0.4786,0.7634,0.01102,3
0.6111,1.44,0.5236,0.2042,0.02716,0.4244,0.8468,0.004207,3
0.5447,1.51,0.48,0.215,0.02466,0.4136,0.8951,0.002227,3
0.6519,1.44,0.5466,0.2226,0.02916,0.439,0.8576,0.002025,3
0.9197,1.45,0.572,0.2315,0.0322,0.469,0.7997,0.002498,3
0.8667,1.45,0.6012,0.2225,0.03434,0.4629,0.8008,0.006934,3
0.6878,1.45,0.5043,0.2115,0.03291,0.4392,0.8417,0.008485,3
0.5851,1.46,0.5287,0.2078,0.03023,0.4258,0.8627,0.003841,3
0.6127,1.47,0.5997,0.2102,0.03042,0.4341,0.8446,0.004392,3
0.6832,1.46,0.7553,0.2234,0.03666,0.4762,0.7635,0.006493,3
0.7371,1.47,0.6531,0.2082,0.03604,0.4596,0.7685,0.004984,3
0.6478,1.44,0.6582,0.1978,0.03181,0.4292,0.8277,0.004877,3
0.568,1.48,0.5974,0.1926,0.03068,0.4157,0.8522,0.001008,3
0.6199,1.44,0.5037,0.1958,0.02907,0.4189,0.8453,0.001417,3
0.7862,1.4,0.4657,0.1933,0.03305,0.4398,0.772,0.004593,3
0.7662,1.36,0.5526,0.1852,0.03246,0.4303,0.7721,0.01387,3
0.7012,1.39,0.4587,0.1819,0.03294,0.4195,0.8084,0.008315,3
0.5281,1.43,0.5179,0.1627,0.02635,0.3821,0.8403,0.004755,3
0.5779,1.45,0.682,0.1965,0.03148,0.4285,0.824,0.003483,3
0.6599,1.37,0.7006,0.194,0.0343,0.4447,0.7593,0.003266,3
0.646,1.34,0.802,0.165,0.03057,0.4027,0.7823,0.03308,3
0.549,0.97,0.5888,0.08707,0.02051,0.2818,0.6965,0.04846,3
0.5745,0.81,0.4967,0.07161,0.01438,0.2388,0.7464,0.1539,3
0.452,0.66,0.5365,0.0606,0.01611,0.2236,0.6398,0.1339,3
0.5671,0.86,0.5168,0.07871,0.01995,0.2685,0.6267,0.07172,3
0.5969,1.41,0.5152,0.1536,0.02552,0.3769,0.8098,0.008917,3
0.7492,1.34,0.7145,0.1832,0.03219,0.4359,0.7273,0.003756,3
0.6685,1.34,0.6289,0.1731,0.03066,0.4144,0.7711,0.008243,3
0.5568,1.46,0.5993,0.1946,0.0313,0.4213,0.8424,0.005461,3
0.5242,1.44,0.6163,0.1824,0.02923,0.4079,0.8376,0.0006795,3
0.4964,1.48,0.8699,0.2189,0.03482,0.4645,0.7847,0.00928,3
0.4683,1.39,0.8539,0.212,0.03636,0.466,0.7585,0.005628,3
0.5053,1.4,0.8398,0.2011,0.03396,0.445,0.7897,0.002618,3
0.5103,1.49,0.5548,0.2061,0.03092,0.4266,0.8583,0.001129,3
0.4786,1.48,0.5846,0.2061,0.02837,0.4186,0.8727,0.002231,3
0.6521,1.41,0.7271,0.2213,0.03406,0.4593,0.8086,0.004929,3
0.7418,1.41,0.671,0.2329,0.035,0.4767,0.7875,0.005114,3
0.6935,1.41,0.5277,0.2231,0.0325,0.4549,0.8224,0.01049,3
0.5782,1.51,0.4987,0.2369,0.03209,0.4471,0.8741,0.003755,3
0.5293,1.51,0.6497,0.2376,0.03195,0.4477,0.8735,0.0009242,3
0.547,1.42,0.964,0.237,0.0401,0.4854,0.7902,0.002016,3
0.5765,1.41,0.9437,0.2446,0.04067,0.4927,0.789,0.00822,3
0.5395,1.42,0.7541,0.1993,0.0315,0.4298,0.8291,0.003857,3
0.524,1.52,0.472,0.1825,0.02796,0.4022,0.8529,0.001049,3
0.586,1.52,0.4669,0.2182,0.03142,0.4346,0.8666,0.000427,3
0.7382,1.41,0.6567,0.2098,0.03405,0.4584,0.7699,0.00389,3
0.6945,1.41,0.647,0.2062,0.03447,0.4513,0.7868,0.01446,3
0.6179,1.4,0.543,0.1771,0.02838,0.4069,0.8147,0.007146,3
0.5524,1.51,0.4507,0.1877,0.02719,0.4035,0.863,0.001859,3
0.5085,1.54,0.6578,0.2354,0.03491,0.4635,0.8361,0.003915,3
0.5414,1.45,0.8475,0.2362,0.03887,0.4846,0.7852,0.009115,3
0.5417,1.44,0.8883,0.228,0.03576,0.4683,0.8048,0.002389,3
0.5983,1.45,0.725,0.2351,0.0353,0.4582,0.8516,0.004036,3
0.5661,1.55,0.5604,0.2293,0.03006,0.4358,0.8823,0.001735,3
0.6147,1.45,0.5514,0.2159,0.02958,0.4354,0.8531,0.001279,3
0.7473,1.45,0.7768,0.2246,0.03744,0.4706,0.7931,0.0004877,3
0.7243,1.45,0.4486,0.2087,0.03316,0.4476,0.8048,0.006165,3
0.6395,1.39,0.5119,0.1701,0.02657,0.3966,0.8158,0.007006,3
0.5979,1.46,0.5311,0.1674,0.02437,0.384,0.8443,0.005137,3
0.5732,1.41,0.9805,0.2086,0.03544,0.4589,0.7699,0.006163,3
0.5978,1.42,1.136,0.2121,0.03693,0.4735,0.7255,0.005921,3
0.6101,1.41,0.8343,0.1928,0.03399,0.4363,0.7907,0.001493,3
0.6482,1.51,0.4743,0.1924,0.02778,0.4106,0.8572,0.002723,3
0.6836,1.52,0.4267,0.2142,0.02627,0.4257,0.8665,0.00425,3
0.7931,1.44,0.681,0.2335,0.03402,0.4769,0.7847,0.003991,3
0.7962,1.43,0.6351,0.2379,0.03234,0.4781,0.7883,0.00364,3
0.8595,1.43,0.4573,0.2416,0.03507,0.4708,0.8296,0.008356,3
0.6755,1.53,0.3803,0.2256,0.03004,0.4347,0.8778,0.004541,3
0.6468,1.54,0.7508,0.239,0.03397,0.4565,0.8597,0.004333,3
0.5922,1.41,0.979,0.1976,0.03554,0.4496,0.7614,0.003129,3
0.6389,1.35,0.7613,0.1865,0.03355,0.434,0.7675,0.004708,3
0.6441,1.36,0.7437,0.1871,0.03217,0.425,0.8035,0.003911,3
0.5987,1.46,0.3795,0.1764,0.02603,0.3941,0.8507,0.001524,3
0.637,1.47,0.4216,0.213,0.02889,0.4321,0.8531,0.0009168,3
0.7427,1.41,0.7827,0.2263,0.03592,0.4818,0.7469,0.008903,3
0.7473,1.35,0.6747,0.1885,0.03376,0.44,0.7497,0.005735,3
0.719,1.39,0.4425,0.1922,0.0317,0.4266,0.8161,0.006874,3
0.6351,1.52,0.4081,0.2297,0.03015,0.4358,0.8831,0.001776,3
0.6225,1.5,0.4832,0.2146,0.02874,0.4268,0.8717,0.001899,3
0.595,1.39,0.8719,0.2161,0.03503,0.4636,0.7786,0.002675,3
0.6741,1.38,0.6407,0.2171,0.03334,0.4532,0.8134,0.02393,3
0.5894,1.39,0.6782,0.1762,0.02784,0.4035,0.8217,0.01628,3
0.5542,1.39,0.4283,0.1689,0.0279,0.392,0.8363,0.0009492,3
0.6006,1.42,0.4548,0.1881,0.0289,0.4158,0.8284,0.0004232,3
0.6794,1.29,0.5671,0.1638,0.02796,0.4052,0.7392,0.003219,3
0.6114,1.32,0.5386,0.1692,0.02974,0.4108,0.7594,0.004081,3
0.582,1.45,0.5761,0.2026,0.03573,0.4427,0.8137,0.003438,3
0.5551,1.48,0.5984,0.2092,0.03441,0.4378,0.8455,0.00194,3
0.5552,1.48,0.6347,0.2045,0.0359,0.4425,0.8218,0.002232,3
0.6057,1.49,0.7695,0.2186,0.04442,0.4818,0.7648,0.005959,3
0.6353,1.49,0.7944,0.2123,0.04345,0.4718,0.7768,0.001129,3
0.5252,1.48,0.5749,0.2042,0.03555,0.4375,0.837,0.001491,3
0.5938,1.47,0.4928,0.2071,0.03314,0.433,0.8499,0.005378,3
0.5464,1.47,0.3697,0.1971,0.03212,0.4277,0.8321,0.005424,3
2.755,1.51,1.147,1,0.1193,0.3996,0.8906,0.6518,3
2.603,1.49,1.522,0.9752,0.124,0.4416,0.8799,0.6457,3
2.276,1.48,1.665,0.8174,0.1088,0.553,0.856,0.5963,3
1.891,1.49,1.732,0.7225,0.1013,0.6059,0.8359,0.5096,3
2.204,1.48,1.16,0.653,0.1019,0.6714,0.7824,0.5094,3
2.329,1.48,0.8608,0.6424,0.1001,0.6721,0.7806,0.515,3
2.042,1.47,1.157,0.5701,0.08588,0.6655,0.7742,0.4549,3
1.594,1.61,1.618,0.5741,0.07094,0.6601,0.7603,0.3809,3
1.779,1.61,1.129,0.5241,0.07973,0.6761,0.7391,0.2765,3
1.894,1.62,0.5765,0.4889,0.06551,0.6345,0.7796,0.2663,3
1.769,1.6,0.7805,0.4896,0.08729,0.6762,0.7469,0.2548,3
1.77,1.6,0.6876,0.4596,0.08394,0.6792,0.7164,0.2278,3
1.831,1.61,0.7196,0.447,0.08988,0.6909,0.6978,0.1898,3
1.913,1.59,0.9314,0.4787,0.09616,0.7109,0.6869,0.1748,3
1.794,1.59,1.057,0.4904,0.102,0.7117,0.7127,0.152,3
1.463,1.58,1.426,0.5139,0.1054,0.7177,0.717,0.161,3
0.5567,1.34,0.7312,0.1838,0.03989,0.4424,0.7565,0.02009,3
0.631,1.38,0.7027,0.1867,0.04208,0.4507,0.7471,0.01857,3
0.5997,1.4,0.6446,0.1959,0.03986,0.4483,0.7879,0.003338,3
0.5532,1.53,0.5709,0.1831,0.03084,0.4127,0.8294,0.001694,3
0.5793,1.39,0.3832,0.1938,0.03156,0.4233,0.8338,0.002101,3
1.548,3.08,0.8144,1.242,0.1336,0.2452,0.877,0.09662,3
0.6883,1.39,0.5262,0.2157,0.03486,0.4519,0.8198,0.004331,3
1.432,3.1,0.7767,1.184,0.1171,0.2183,0.9042,0.048,3
1.191,3.1,0.8693,1.048,0.1079,0.3155,0.9085,0.03609,3
1.162,3.1,0.8088,0.9919,0.09743,0.334,0.9156,0.02567,3
0.9738,2.97,0.8154,0.9411,0.09063,0.3368,0.9288,0.02043,3
1.019,3.01,0.9859,0.9656,0.09916,0.3307,0.9269,0.01521,3
0.8141,3.1,0.985,0.9453,0.09139,0.3435,0.9246,0.01122,3
0.8976,3.01,0.9841,0.8945,0.08031,0.3567,0.9305,0.01832,3
0.4567,3.02,1.064,0.8607,0.07455,0.366,0.9344,0.01957,3
0.5697,3.1,1.071,0.964,0.09274,0.3261,0.9268,0.02329,3
0.684,3.05,1.313,0.9151,0.1027,0.424,0.8999,0.04899,3
0.8416,3.05,1.325,0.9776,0.1072,0.4007,0.8923,0.05989,3
1.288,3.1,1.002,1.087,0.1092,0.3229,0.8915,0.07117,3
0.7178,2.03,1.103,0.4493,0.06485,0.6911,0.5773,0.02783,3
0.7654,1.74,1.244,0.4352,0.0785,0.706,0.5174,0.1475,3
0.7781,1.69,1.209,0.3866,0.08314,0.6921,0.515,0.1573,3
1.566,1.88,1.165,0.5621,0.1468,0.8213,0.6249,0.1915,3
1.531,1.88,1.162,0.5336,0.1296,0.7891,0.6275,0.1702,3
1.494,1.89,1.106,0.5294,0.1281,0.7818,0.6428,0.1901,3
1.169,1.66,1.253,0.4654,0.107,0.745,0.6121,0.1697,3
1.184,1.66,1.349,0.471,0.1052,0.7427,0.6151,0.1611,3
0.8737,1.87,1.324,0.4439,0.07872,0.6988,0.6091,0.1093,3
0.8504,1.88,1.327,0.4434,0.09287,0.7178,0.6087,0.05491,3
0.8043,1.88,1.306,0.4391,0.09584,0.7174,0.6266,0.03159,3
1.052,1.83,1.474,0.4445,0.1012,0.7138,0.6782,0.0824,3
1.074,1.83,1.354,0.4164,0.1002,0.7143,0.6414,0.05521,3
1.026,1.65,1.408,0.4142,0.1049,0.7223,0.6404,0.02917,3
0.9319,1.88,1.517,0.448,0.1145,0.7505,0.6291,0.02409,3
0.9209,1.86,1.273,0.4246,0.0979,0.7054,0.6708,0.01886,3
1.063,1.7,0.9078,0.3627,0.06432,0.627,0.6902,0.1347,3
1.297,1.7,0.7232,0.3984,0.07395,0.6639,0.6596,0.06426,3
1.173,1.71,0.9375,0.3842,0.0744,0.6597,0.6533,0.03653,3
1.151,1.7,0.7325,0.3878,0.07633,0.6625,0.6592,0.04011,3
1.166,1.7,0.7795,0.3869,0.0809,0.6729,0.6404,0.01876,3
1.046,1.7,0.9695,0.389,0.08963,0.6879,0.6376,0.01721,3
1.077,1.7,1.142,0.4043,0.09582,0.7068,0.6232,0.009169,3
0.865,1.7,1.048,0.3947,0.08531,0.6738,0.6773,0.01041,3
1.036,1.9,1.118,0.405,0.09332,0.6979,0.6466,0.0119,3
1.108,1.71,1.4,0.4209,0.1098,0.7354,0.6297,0.02591,3
1.179,1.7,1.371,0.458,0.1149,0.7495,0.6442,0.04276,3
1.507,1.71,1.517,0.4791,0.1294,0.7829,0.632,0.1037,3
1.107,1.66,0.8341,0.3367,0.07199,0.6428,0.5876,0.005317,3
1.058,1.87,0.9436,0.3409,0.07249,0.6466,0.5824,6.21E-05,3
1.005,1.86,0.9131,0.3225,0.05894,0.6058,0.6519,0.00944,3
0.8441,1.87,0.8858,0.3385,0.0681,0.6282,0.6505,0.01589,3
1.129,1.64,0.9913,0.3612,0.08612,0.679,0.5842,5.35E-05,3
0.9926,1.6,1.037,0.3313,0.07821,0.6522,0.565,0.002263,3
1.076,1.84,1.074,0.3766,0.0904,0.6954,0.567,0.01219,3
0.7995,1.61,1.088,0.3414,0.06668,0.637,0.5951,0.02119,3
1.87,1.95,1.123,0.6894,0.1749,0.8307,0.688,0.265,3
1.763,1.96,1.008,0.6795,0.1606,0.7943,0.7143,0.2388,3
1.838,1.96,1.136,0.5993,0.153,0.8137,0.6736,0.1903,3
1.708,1.95,1.206,0.5937,0.1552,0.8251,0.6558,0.1902,3
1.622,2.61,1.577,0.585,0.1531,0.8225,0.6544,0.1282,3
1.3,1.95,1.154,0.4945,0.1176,0.7642,0.6289,0.1144,3
1.154,1.95,1.076,0.4572,0.109,0.7416,0.634,0.03561,3
1.161,1.8,1.229,0.4572,0.1087,0.742,0.6303,0.04308,3
1.231,1.96,1.348,0.4758,0.1125,0.7415,0.6689,0.06502,3
1.018,1.96,1.423,0.446,0.1042,0.7184,0.6803,0.08569,3
0.9262,1.96,1.455,0.4474,0.1035,0.7155,0.6871,0.07181,3
0.9877,1.95,1.519,0.426,0.09674,0.7023,0.6768,0.04828,3
1.119,1.95,1.375,0.4297,0.09025,0.6833,0.7081,0.04335,3
1.189,1.96,1.589,0.5024,0.1152,0.7356,0.7079,0.07987,3
1.262,1.95,1.569,0.4776,0.1158,0.7435,0.6813,0.05472,3
1.902,1.97,1.349,0.5028,0.1359,0.793,0.6482,0.1062,3
1.707,1.73,1.696,0.5456,0.1419,0.7958,0.6764,0.1846,3
0.848,1.89,0.9098,0.3296,0.05016,0.6004,0.6525,0.03047,3
1.839,1.88,0.9311,0.4695,0.1216,0.7621,0.6503,0.103,3
1.672,1.86,0.9007,0.439,0.1153,0.7511,0.6247,0.07424,3
1.582,1.86,1.049,0.4536,0.1197,0.7582,0.6421,0.07446,3
1.389,1.86,0.9097,0.3985,0.08748,0.6793,0.6749,0.03537,3
1.219,1.84,0.8884,0.4204,0.09078,0.6848,0.6981,0.04403,3
1.101,1.85,0.9174,0.3888,0.06902,0.6399,0.7079,0.02666,3
1.198,1.84,0.9889,0.4348,0.09332,0.7011,0.6707,0.02305,3
1.01,1.95,1.085,0.4126,0.08602,0.6841,0.6672,0.02712,3
1.06,1.98,0.9379,0.4204,0.07959,0.6629,0.7151,0.03777,3
1.15,1.96,1.07,0.3971,0.07774,0.664,0.6767,0.01767,3
1.173,1.96,1.181,0.4076,0.08487,0.6809,0.6661,0.01008,3
0.9735,1.96,1.165,0.4193,0.09122,0.6938,0.6685,0.008654,3
1.21,1.95,1.293,0.4427,0.1125,0.7427,0.6418,0.01687,3
1.231,1.95,1.297,0.451,0.1128,0.7387,0.6661,0.02072,3
1.194,1.92,1.434,0.4512,0.1183,0.753,0.6501,0.02903,3
1.248,1.95,1.472,0.4709,0.1175,0.7496,0.6685,0.03394,3
2.182,2.01,1.197,0.7018,0.1669,0.8239,0.666,0.2388,3
2.477,2.02,2.42,0.9143,0.2194,0.8606,0.6149,0.5735,3
2.916,2.02,1.446,0.7883,0.1843,0.8646,0.5685,0.5482,3
0.8941,2.02,1.672,0.5445,0.1237,0.764,0.6768,0.1358,3
3.001,2.02,3.55,1.483,0.3084,0.4625,0.7495,0.9684,3
2.316,2.02,1.873,0.7253,0.1792,0.8692,0.5822,0.4588,3
1.511,2.02,1.008,0.4871,0.1071,0.7151,0.7223,0.0994,3
1.47,2.02,0.861,0.4762,0.1082,0.7288,0.6868,0.05057,3
1.204,2.02,1.106,0.457,0.09504,0.6957,0.712,0.02611,3
2.089,2.03,1.233,0.6357,0.1345,0.8192,0.4983,0.8737,3
1.074,2.01,1.433,0.4777,0.09963,0.7179,0.6804,0.02809,3
3.54,2.03,1.925,0.9835,0.2528,0.8812,0.6204,0.548,3
3.526,2.04,1.682,1.009,0.2634,0.8904,0.6109,0.6068,3
4.124,2.05,3.213,1.871,0.3525,0.04474,0.7754,0.9309,3
2.261,2.05,1.488,0.7413,0.1616,0.8407,0.5632,0.8234,3
1.12,2.05,0.9455,0.4621,0.09704,0.6892,0.7384,0.01089,3
2.867,2.08,3.862,1.689,0.4134,0.4894,0.6926,0.9364,3
2.95,1.9,2.367,1.343,0.3764,0.8491,0.6142,0.9333,3
