 Length, Height, Width, Sum, Omnivariance, Eigenentropy, Surface Variation, Verticality, Class
1.501,1.3,1.855,0.5683,0.1693,0.8859,0.5312,0.8545,1
2.086,1.28,1.673,0.6127,0.1769,0.8899,0.57,0.9237,1
1.583,1.28,1.888,0.5651,0.1671,0.8804,0.5381,0.8676,1
1.998,1.29,1.643,0.6191,0.1732,0.8769,0.5894,0.8773,1
1.61,1.27,1.82,0.5707,0.1699,0.8867,0.5336,0.8591,1
1.771,1.27,1.635,0.5651,0.1686,0.886,0.5212,0.8788,1
1.622,1.14,2.067,0.5775,0.1712,0.8875,0.5419,0.9002,1
1.578,1.27,1.617,0.578,0.1647,0.8695,0.565,0.8749,1
1.979,1.29,1.497,0.591,0.1731,0.8863,0.5633,0.887,1
1.853,1.29,1.641,0.589,0.1713,0.8827,0.5625,0.8654,1
1.883,1.14,1.535,0.5708,0.1692,0.884,0.5412,0.9027,1
1.677,1.28,1.994,0.5918,0.1701,0.879,0.5675,0.8611,1
1.593,1.27,1.701,0.5839,0.171,0.8854,0.548,0.8703,1
2.003,1.27,1.569,0.5652,0.1644,0.8726,0.5497,0.8743,1
2.025,1.28,1.726,0.6138,0.1773,0.8923,0.561,0.8718,1
2.084,1.27,1.656,0.581,0.1638,0.866,0.5725,0.8581,1
1.562,1.27,1.745,0.574,0.1653,0.8723,0.5596,0.8665,1
1.804,1.14,1.599,0.5782,0.1695,0.8808,0.5584,0.9007,1
2.088,1.27,1.717,0.5777,0.1647,0.8679,0.5742,0.9043,1
2.146,1.14,1.656,0.5741,0.1688,0.8812,0.5509,0.9119,1
1.584,1.29,2.039,0.6134,0.1798,0.8983,0.5582,0.8381,1
2.11,1.14,1.798,0.5793,0.173,0.8944,0.5203,0.8867,1
1.667,1.27,1.622,0.581,0.1672,0.8742,0.5667,0.869,1
1.692,1.29,1.968,0.6189,0.1788,0.8909,0.5793,0.8918,1
1.699,1.27,1.84,0.5566,0.1668,0.8829,0.519,0.8734,1
1.399,1.29,1.888,0.5888,0.1723,0.8874,0.5487,0.8526,1
1.588,1.27,1.623,0.5896,0.1739,0.8906,0.5496,0.8794,1
1.919,1.29,1.514,0.5873,0.1709,0.8805,0.5704,0.8569,1
1.717,1.27,1.935,0.561,0.1663,0.8805,0.5262,0.8839,1
1.648,1.29,1.94,0.5969,0.169,0.8728,0.5826,0.866,1
1.69,1.27,2.099,0.5801,0.1614,0.86,0.5784,0.8355,1
1.828,1.27,1.457,0.5609,0.1661,0.8798,0.5286,0.8868,1
1.788,1.27,1.655,0.5733,0.1708,0.8884,0.5333,0.8799,1
2.012,1.29,1.732,0.6148,0.1791,0.8952,0.565,0.8827,1
1.993,1.27,1.703,0.5977,0.174,0.8877,0.5609,0.8849,1
1.564,1.14,2.03,0.5709,0.1681,0.8815,0.5422,0.8785,1
1.913,1.12,1.754,0.5534,0.1664,0.8832,0.5121,0.8944,1
1.576,1.27,2.037,0.5795,0.1637,0.8658,0.5736,0.9108,1
1.69,1.29,1.398,0.572,0.1708,0.8895,0.5268,0.8404,1
1.985,1.27,1.556,0.5858,0.1648,0.8665,0.5779,0.8585,1
1.651,1.27,1.94,0.5748,0.1703,0.8868,0.5363,0.8841,1
1.964,1.14,1.532,0.5752,0.1693,0.8824,0.5499,0.9125,1
2.036,1.27,1.72,0.6003,0.1743,0.8868,0.5667,0.8853,1
1.529,1.27,1.501,0.5717,0.1672,0.8788,0.5458,0.8694,1
2.087,1.14,1.603,0.5763,0.169,0.8791,0.5634,0.8901,1
1.535,1.14,1.978,0.5721,0.1698,0.8854,0.5393,0.9048,1
2.042,1.29,1.52,0.5947,0.1727,0.883,0.5734,0.8686,1
1.591,1.29,1.49,0.58,0.1708,0.8869,0.5386,0.8559,1
2.024,1.27,1.663,0.5818,0.1705,0.8835,0.5537,0.8654,1
1.716,1.29,1.976,0.6205,0.1791,0.8923,0.5745,0.8772,1
1.918,1.27,1.727,0.5684,0.1686,0.8839,0.5339,0.8729,1
2.054,1.14,1.564,0.5725,0.1666,0.8767,0.5503,0.874,1
2.098,1.27,1.756,0.6082,0.1755,0.8879,0.5683,0.9067,1
1.481,1.32,1.942,0.6237,0.1863,0.9136,0.5423,0.8813,1
2.078,1.27,1.736,0.5993,0.1737,0.8863,0.5639,0.879,1
1.608,1.14,1.747,0.5676,0.1675,0.8807,0.5394,0.8823,1
1.655,1.12,1.425,0.5537,0.1663,0.8823,0.5167,0.9144,1
1.68,1.28,1.853,0.5573,0.1671,0.8834,0.5195,0.8779,1
1.647,1.14,2.119,0.5742,0.1692,0.8824,0.5488,0.9105,1
1.644,1.27,2.049,0.5682,0.1598,0.8586,0.573,0.8527,1
1.695,1.27,1.967,0.5871,0.1656,0.8689,0.574,0.8588,1
1.5,1.29,1.946,0.5938,0.1723,0.8819,0.5745,0.8675,1
2.029,1.14,1.548,0.5762,0.1688,0.8796,0.5587,0.8989,1
1.635,1.14,2.541,0.6136,0.1764,0.888,0.5734,0.9335,1
2.111,1.14,1.779,0.5786,0.1732,0.8946,0.5217,0.8998,1
1.723,1.27,1.937,0.5601,0.1661,0.8801,0.5274,0.8841,1
1.771,1.14,2.115,0.576,0.1724,0.8925,0.5276,0.8837,1
1.472,1.27,1.835,0.5622,0.1683,0.8855,0.5226,0.8749,1
1.664,1.27,1.907,0.5696,0.1693,0.8855,0.5331,0.8755,1
1.989,1.27,1.676,0.5729,0.1679,0.8799,0.5474,0.86,1
1.877,1.29,1.629,0.6299,0.1834,0.9022,0.563,0.8732,1
1.878,1.27,1.557,0.587,0.1657,0.869,0.5742,0.8585,1
2.025,1.27,1.69,0.5703,0.1581,0.8544,0.5761,0.8308,1
1.673,1.27,2.059,0.5795,0.17,0.8835,0.5484,0.8649,1
1.595,1.14,2.094,0.5808,0.1705,0.8823,0.5611,0.9078,1
1.464,1.27,1.863,0.5949,0.1736,0.8877,0.5589,0.8708,1
1.679,1.29,1.987,0.6103,0.1713,0.8732,0.5933,0.8748,1
2.107,1.27,1.692,0.5793,0.1614,0.8604,0.5763,0.8369,1
1.687,1.27,1.573,0.5901,0.1666,0.8707,0.5728,0.8607,1
1.454,1.29,1.801,0.6022,0.176,0.8912,0.5622,0.865,1
1.865,1.27,1.626,0.5776,0.1643,0.8691,0.563,0.9101,1
1.99,1.27,1.69,0.5765,0.1696,0.884,0.5423,0.8698,1
1.938,1.27,1.496,0.5809,0.1701,0.884,0.5468,0.8733,1
1.37,1.29,1.71,0.5733,0.1717,0.8907,0.5308,0.8294,1
1.518,1.14,1.855,0.5715,0.1695,0.8848,0.5395,0.9049,1
1.629,1.27,1.684,0.5756,0.1599,0.858,0.5751,0.8368,1
1.638,1.29,1.85,0.5871,0.1715,0.8849,0.555,0.827,1
1.375,1.27,1.75,0.5613,0.1685,0.886,0.522,0.8619,1
1.656,1.14,2.132,0.5768,0.1684,0.8785,0.5593,0.9118,1
1.672,1.29,1.587,0.5996,0.1692,0.8735,0.5804,0.8218,1
1.515,1.27,1.604,0.5615,0.1657,0.8781,0.5339,0.8703,1
1.663,1.27,1.618,0.5841,0.1651,0.8687,0.5711,0.8612,1
2.05,1.29,1.605,0.6173,0.1785,0.8921,0.5718,0.8524,1
1.815,1.29,1.662,0.5718,0.1691,0.8844,0.5366,0.8485,1
1.654,1.28,2.063,0.5813,0.165,0.8692,0.5684,0.8639,1
1.918,1.27,1.702,0.5721,0.1663,0.8759,0.5516,0.8634,1
1.898,1.29,1.425,0.6016,0.1742,0.8865,0.5672,0.844,1
1.928,1.29,1.645,0.6206,0.18,0.896,0.5657,0.898,1
1.71,1.14,1.636,0.5753,0.1694,0.8828,0.5485,0.9098,1
1.735,1.29,1.557,0.6242,0.1783,0.8883,0.5821,0.8698,1
1.977,1.27,1.711,0.5773,0.1693,0.884,0.538,0.8864,1
1.413,1.27,1.692,0.5622,0.166,0.8788,0.5343,0.8682,1
1.949,1.29,1.674,0.6091,0.1767,0.8908,0.5665,0.8824,1
1.653,1.27,1.552,0.5666,0.1676,0.8825,0.5299,0.8763,1
1.655,1.14,2.111,0.5678,0.1684,0.8832,0.5358,0.8917,1
2.063,1.27,1.715,0.5997,0.1752,0.892,0.5507,0.8554,1
1.747,1.29,2.053,0.6171,0.1792,0.8947,0.5665,0.871,1
2.034,1.27,1.716,0.585,0.17,0.8826,0.5504,0.8713,1
2.087,1.14,1.655,0.5753,0.1658,0.8747,0.5503,0.8547,1
1.946,1.27,1.658,0.5727,0.1691,0.8839,0.5396,0.8653,1
1.621,1.27,1.718,0.5874,0.173,0.8887,0.551,0.8886,1
1.552,1.27,2.01,0.5985,0.1755,0.8916,0.5568,0.918,1
1.694,1.12,1.763,0.5546,0.1659,0.8813,0.5184,0.9213,1
1.678,1.27,1.563,0.5869,0.1659,0.8685,0.5781,0.8886,1
1.697,1.27,1.575,0.5635,0.1687,0.8861,0.5235,0.8747,1
1.637,1.27,1.86,0.57,0.1673,0.8789,0.5469,0.8568,1
1.656,1.27,1.991,0.5789,0.162,0.8627,0.571,0.8352,1
1.506,1.14,1.89,0.5783,0.1703,0.8827,0.5574,0.9104,1
1.768,1.27,1.64,0.5619,0.1662,0.8801,0.5276,0.8889,1
1.707,1.27,2.099,0.5912,0.1735,0.8908,0.5431,0.8939,1
1.702,1.12,1.657,0.5536,0.1663,0.8826,0.514,0.9009,1
1.689,1.27,2.676,0.6826,0.1877,0.8903,0.6012,0.8966,1
1.877,1.14,1.529,0.575,0.1692,0.8822,0.55,0.9108,1
2.013,1.29,1.711,0.6141,0.1782,0.8928,0.5675,0.8736,1
2.084,1.27,1.673,0.6051,0.1761,0.8912,0.5603,0.9401,1
1.774,1.28,1.638,0.5785,0.1708,0.8869,0.5394,0.8487,1
1.439,1.27,1.836,0.5811,0.1702,0.8841,0.547,0.8527,1
1.9,1.27,1.752,0.5714,0.1692,0.8851,0.5334,0.8849,1
1.918,1.14,1.512,0.5741,0.1689,0.8814,0.5506,0.9101,1
2.014,1.32,1.743,0.6216,0.1855,0.9121,0.5426,0.8663,1
1.937,1.27,1.617,0.5782,0.1711,0.888,0.5376,0.8872,1
2.093,1.14,1.641,0.57,0.1594,0.8589,0.5673,0.8517,1
1.735,1.27,1.46,0.5835,0.1701,0.8846,0.5414,0.8898,1
2.038,1.14,1.586,0.5744,0.1688,0.8813,0.5505,0.9112,1
1.889,1.14,1.493,0.5629,0.1577,0.8567,0.5622,0.8523,1
1.644,1.29,2.09,0.5907,0.172,0.8826,0.5694,0.8528,1
1.657,1.14,2.122,0.5717,0.1697,0.885,0.5403,0.9037,1
1.762,1.29,1.368,0.574,0.1716,0.8902,0.5327,0.8247,1
1.592,1.12,1.945,0.5538,0.1664,0.8827,0.5165,0.9086,1
1.57,1.15,1.923,0.5775,0.1725,0.8932,0.5226,0.8868,1
1.705,1.14,2.031,0.5803,0.1628,0.8673,0.5544,0.8325,1
1.993,1.27,1.566,0.5738,0.1596,0.8572,0.5766,0.8365,1
1.682,1.29,1.557,0.6259,0.1813,0.8953,0.577,0.8472,1
1.385,1.27,1.7,0.5744,0.1704,0.8875,0.5324,0.8892,1
1.573,1.12,1.548,0.5528,0.1659,0.882,0.5121,0.91,1
1.494,1.27,1.732,0.5908,0.1645,0.8653,0.5784,0.8483,1
1.463,1.3,1.542,0.5846,0.1715,0.8852,0.5545,0.8336,1
1.909,1.14,1.521,0.5812,0.1729,0.8928,0.5284,0.8969,1
1.647,1.27,2.043,0.5906,0.1701,0.8807,0.559,0.8359,1
1.97,1.27,1.659,0.5823,0.1623,0.8625,0.5745,0.836,1
1.693,1.27,2.278,0.6019,0.1756,0.892,0.5539,0.8509,1
2.109,1.14,1.758,0.5787,0.1722,0.8914,0.5293,0.8995,1
1.562,1.27,1.971,0.5917,0.1723,0.8868,0.5511,0.8592,1
1.652,1.29,2.045,0.5947,0.1734,0.8879,0.5554,0.8387,1
1.746,1.14,1.64,0.5784,0.1699,0.8824,0.5543,0.9121,1
1.751,1.29,1.562,0.6245,0.1794,0.8924,0.5735,0.8634,1
1.907,1.28,1.753,0.5663,0.1674,0.8821,0.5293,0.8846,1
2.021,1.14,1.519,0.577,0.169,0.8797,0.5599,0.8975,1
2.042,1.14,1.554,0.569,0.1666,0.8773,0.5488,0.8863,1
2.443,1.14,1.728,0.6118,0.1789,0.8992,0.5444,0.9449,1
1.814,1.27,1.613,0.5765,0.1681,0.8807,0.5433,0.8822,1
1.55,1.32,1.686,0.6318,0.1873,0.9129,0.5488,0.8887,1
2.011,1.27,1.715,0.5985,0.1735,0.8865,0.5611,0.8607,1
1.869,1.28,1.637,0.6097,0.1769,0.8922,0.5611,0.9224,1
1.487,1.28,1.838,0.5729,0.1691,0.8841,0.5379,0.8845,1
1.66,1.28,1.389,0.5722,0.169,0.884,0.5376,0.885,1
1.437,1.28,1.853,0.5755,0.1705,0.886,0.5424,0.8667,1
1.999,1.29,1.543,0.5978,0.1768,0.8963,0.5469,0.8654,1
1.513,1.28,1.551,0.5739,0.1693,0.8848,0.5347,0.8787,1
1.806,1.29,1.695,0.5736,0.1709,0.8883,0.5348,0.8517,1
2.135,1.14,1.632,0.5792,0.1692,0.8792,0.5642,0.9016,1
1.626,1.14,2.151,0.5784,0.1691,0.879,0.5641,0.9004,1
2.069,1.27,1.636,0.5938,0.1727,0.8859,0.5589,0.8612,1
1.482,1.14,1.861,0.5849,0.1706,0.8849,0.5447,0.8748,1
1.749,1.14,1.69,0.5941,0.1748,0.8932,0.5428,0.8925,1
1.617,1.14,1.966,0.5769,0.1719,0.8914,0.5251,0.8899,1
1.533,1.28,1.9,0.5621,0.1681,0.8846,0.5249,0.879,1
1.568,1.28,1.484,0.5711,0.1689,0.8843,0.5338,0.8865,1
1.663,1.28,1.851,0.5715,0.1696,0.8851,0.5382,0.8695,1
1.508,1.28,1.971,0.5746,0.1686,0.8813,0.5465,0.8574,1
2.059,1.29,1.739,0.6259,0.1788,0.8882,0.5853,0.8385,1
1.505,1.3,1.713,0.6192,0.1813,0.8994,0.5637,0.8681,1
1.695,1.14,2.016,0.5769,0.1719,0.8916,0.5243,0.8882,1
1.708,1.29,2.104,0.6271,0.1804,0.8928,0.5794,0.856,1
1.474,1.27,1.749,0.5799,0.1707,0.8868,0.5374,0.8867,1
1.681,1.3,1.963,0.5764,0.1706,0.8874,0.5348,0.8533,1
1.708,1.27,1.568,0.5971,0.172,0.8824,0.5671,0.8648,1
1.928,1.27,1.659,0.603,0.1753,0.8895,0.5616,0.9104,1
1.648,1.27,2.058,0.609,0.1753,0.8862,0.5739,0.9228,1
2.023,1.28,1.639,0.5984,0.1722,0.8831,0.5653,0.8638,1
1.593,1.14,2.066,0.5776,0.1689,0.8779,0.5676,0.8895,1
1.83,1.14,1.578,0.5797,0.1702,0.886,0.5363,0.8681,1
1.556,1.28,1.669,0.6037,0.1729,0.8822,0.573,0.8834,1
1.742,1.29,2.033,0.6249,0.1795,0.893,0.5712,0.8786,1
1.748,1.28,2.055,0.6183,0.1783,0.8919,0.5695,0.8669,1
1.623,1.29,1.822,0.586,0.1672,0.874,0.5653,0.8551,1
1.796,1.28,1.563,0.5955,0.1742,0.8889,0.5583,0.9306,1
1.534,1.28,1.823,0.5843,0.1653,0.8695,0.5693,0.8586,1
1.928,1.28,1.589,0.567,0.1692,0.8865,0.5256,0.8378,1
1.633,1.27,1.902,0.5696,0.1683,0.883,0.5348,0.8843,1
1.632,1.28,1.436,0.5654,0.1654,0.8764,0.539,0.882,1
1.589,1.28,2.011,0.5703,0.167,0.8781,0.5485,0.8583,1
1.834,1.27,1.752,0.5969,0.173,0.8862,0.5582,0.8541,1
1.661,1.28,1.996,0.5965,0.1738,0.8883,0.5561,0.8598,1
1.444,1.28,1.626,0.5574,0.1668,0.8824,0.523,0.8915,1
1.669,1.29,1.61,0.6035,0.1766,0.892,0.5634,0.902,1
1.653,1.14,2.091,0.5684,0.1684,0.8834,0.5354,0.8939,1
2.138,1.14,1.714,0.5932,0.1745,0.8922,0.5452,0.8921,1
1.53,1.29,1.961,0.6241,0.1813,0.899,0.5612,0.8742,1
1.662,1.28,1.542,0.5712,0.1686,0.8839,0.533,0.886,1
1.533,1.28,1.903,0.5683,0.1697,0.8876,0.5243,0.8369,1
1.418,1.28,1.667,0.5609,0.1683,0.8855,0.5222,0.8609,1
2.113,1.14,1.88,0.6151,0.1759,0.885,0.5812,0.9392,1
2.151,1.14,1.634,0.5774,0.1698,0.8823,0.5547,0.9044,1
1.492,1.14,1.923,0.5771,0.166,0.8748,0.5506,0.8564,1
2.118,1.14,1.65,0.5767,0.1693,0.881,0.5561,0.9124,1
1.612,1.28,1.511,0.5709,0.1688,0.8843,0.5329,0.8847,1
2.052,1.29,1.754,0.6198,0.179,0.8914,0.5777,0.859,1
2.059,1.14,1.768,0.576,0.1647,0.8705,0.561,0.8801,1
1.633,1.28,1.622,0.5858,0.1666,0.8716,0.5712,0.863,1
1.652,1.14,1.694,0.5703,0.1683,0.8807,0.55,0.918,1
1.65,1.14,2.133,0.5677,0.1708,0.8889,0.5338,0.9223,1
1.915,1.28,1.716,0.5545,0.1654,0.8791,0.5264,0.8562,1
1.985,1.32,1.716,0.6188,0.1842,0.9097,0.543,0.8818,1
2.108,1.15,1.753,0.5925,0.1746,0.8936,0.5391,0.8859,1
1.543,1.14,1.913,0.5679,0.1694,0.8855,0.5356,0.9188,1
1.964,1.28,1.703,0.5722,0.1682,0.8809,0.5451,0.865,1
1.765,1.29,1.489,0.6063,0.1763,0.8909,0.5632,0.8581,1
1.632,1.28,1.663,0.585,0.1684,0.878,0.5571,0.8344,1
1.88,1.28,1.589,0.5661,0.1672,0.8802,0.5409,0.8529,1
2,1.29,1.676,0.5782,0.1603,0.8585,0.5754,0.7949,1
1.825,1.28,1.455,0.5623,0.1666,0.8808,0.5285,0.8845,1
1.477,1.28,1.729,0.5766,0.1696,0.8844,0.5394,0.8879,1
1.667,1.14,2.073,0.5872,0.1712,0.8845,0.5526,0.8918,1
2.124,1.14,1.647,0.5805,0.1701,0.8821,0.5578,0.8952,1
1.659,1.14,2.144,0.5768,0.1685,0.8788,0.5591,0.9111,1
1.918,1.28,1.721,0.5617,0.1678,0.885,0.5172,0.8786,1
1.686,1.27,2.024,0.5921,0.1724,0.8873,0.5479,0.8536,1
1.696,1.28,1.989,0.591,0.1724,0.8881,0.5442,0.8433,1
1.691,1.28,1.831,0.5691,0.1689,0.8846,0.5333,0.8712,1
1.656,1.29,2.054,0.6056,0.1763,0.8918,0.5601,0.8269,1
1.707,1.29,2.06,0.6078,0.1777,0.894,0.5622,0.8518,1
1.524,1.28,1.832,0.5709,0.1697,0.8864,0.5323,0.8734,1
1.676,1.12,1.416,0.5575,0.167,0.884,0.5148,0.91,1
1.548,1.28,1.781,0.5938,0.1727,0.8888,0.5421,0.857,1
1.514,1.27,1.632,0.5715,0.1677,0.8796,0.5473,0.8622,1
2.042,1.28,1.701,0.5954,0.1724,0.884,0.5639,0.8588,1
1.913,1.28,1.727,0.5665,0.1673,0.8819,0.5298,0.8867,1
1.535,1.14,2.001,0.5709,0.168,0.88,0.5496,0.9191,1
1.895,1.28,1.48,0.5779,0.1693,0.883,0.5436,0.8758,1
1.602,1.3,1.569,0.5753,0.1719,0.8911,0.5304,0.8347,1
2.029,1.14,1.517,0.5761,0.1689,0.8797,0.559,0.8982,1
1.69,1.28,2.1,0.6121,0.1788,0.8952,0.5641,0.9515,1
1.686,1.28,1.445,0.5691,0.1616,0.8642,0.563,0.8825,1
1.647,1.28,1.565,0.5675,0.1619,0.8661,0.5561,0.8844,1
1.977,1.14,1.552,0.5896,0.1774,0.9021,0.5261,0.9017,1
1.487,1.28,1.627,0.5764,0.1714,0.8897,0.5306,0.8846,1
2.066,1.28,1.624,0.5895,0.1718,0.8846,0.558,0.872,1
1.919,1.29,1.621,0.606,0.1759,0.8904,0.5622,0.8565,1
2.035,1.3,1.57,0.5893,0.1721,0.8867,0.5497,0.8507,1
1.578,1.28,1.822,0.5929,0.171,0.8828,0.5568,0.8338,1
1.66,1.27,2.062,0.5721,0.1689,0.8834,0.5399,0.8727,1
1.726,1.28,1.936,0.5651,0.1679,0.8837,0.5264,0.8664,1
1.912,1.3,1.68,0.5809,0.1655,0.8709,0.5651,0.8524,1
1.601,1.29,2.001,0.6009,0.1746,0.8887,0.5601,0.8058,1
2.093,1.28,1.654,0.5884,0.1693,0.8792,0.5599,0.835,1
1.926,1.28,1.738,0.5582,0.1671,0.8831,0.5225,0.8922,1
1.85,1.32,1.621,0.6309,0.1871,0.9123,0.55,0.8514,1
1.38,1.28,1.675,0.5733,0.1689,0.8824,0.5453,0.8683,1
1.956,1.28,1.649,0.5618,0.1682,0.8853,0.5218,0.8741,1
1.607,1.29,2.004,0.5981,0.1658,0.8633,0.595,0.8318,1
1.973,1.28,1.713,0.5789,0.1699,0.8845,0.5417,0.8867,1
1.853,1.28,1.682,0.5749,0.168,0.8805,0.5431,0.8844,1
1.53,1.14,1.871,0.5747,0.1689,0.8812,0.5518,0.912,1
2.02,1.29,1.76,0.6116,0.1751,0.8874,0.5648,0.842,1
1.891,1.27,1.625,0.5656,0.1677,0.8827,0.5303,0.8874,1
1.541,1.28,1.897,0.5971,0.1737,0.8881,0.5566,0.8608,1
1.721,1.28,1.842,0.5651,0.1686,0.8853,0.5268,0.8365,1
1.458,1.27,1.608,0.5574,0.1663,0.8814,0.5232,0.8937,1
1.495,1.28,2.331,0.6694,0.1872,0.896,0.5881,0.9117,1
1.766,1.28,1.579,0.589,0.1664,0.8703,0.5735,0.8589,1
1.707,1.27,1.865,0.5655,0.1664,0.8789,0.538,0.8684,1
1.676,1.27,1.77,0.5588,0.1675,0.8844,0.5181,0.8751,1
1.708,1.28,2.018,0.579,0.163,0.8647,0.5721,0.8383,1
2.099,1.28,1.702,0.5953,0.1726,0.8857,0.557,0.8928,1
1.456,1.29,1.946,0.5883,0.1723,0.8877,0.548,0.8464,1
1.699,1.28,1.961,0.5695,0.1623,0.8663,0.5597,0.8808,1
1.743,1.28,2.017,0.5977,0.1741,0.8889,0.556,0.9264,1
2.106,1.28,1.805,0.5839,0.1709,0.8853,0.5467,0.8502,1
1.544,1.28,1.519,0.5779,0.1702,0.886,0.5366,0.8513,1
1.92,1.27,1.689,0.6015,0.1733,0.8859,0.5606,0.851,1
1.44,1.27,1.873,0.5637,0.16,0.8609,0.5644,0.8682,1
1.93,1.28,1.599,0.5596,0.1676,0.8842,0.5211,0.8938,1
1.571,1.28,2.02,0.5844,0.1678,0.8765,0.5594,0.836,1
1.472,1.28,2.016,0.5633,0.1626,0.8642,0.5755,0.8932,1
1.553,1.3,1.963,0.5537,0.1634,0.8692,0.5619,0.8374,1
1.57,1.28,1.904,0.5537,0.1617,0.8654,0.5634,0.88,1
1.37,1.28,1.743,0.5477,0.1631,0.8728,0.5387,0.8884,1
1.498,1.28,1.909,0.568,0.1642,0.8681,0.5719,0.858,1
1.795,1.28,1.557,0.5878,0.1693,0.8748,0.5815,0.8553,1
2.052,1.14,1.453,0.5551,0.1634,0.8691,0.5623,0.9059,1
2.284,1.27,1.55,0.6542,0.1827,0.885,0.6073,0.8919,1
1.572,1.28,1.737,0.5805,0.1668,0.8715,0.5759,0.8434,1
1.826,1.12,1.439,0.5506,0.1659,0.8824,0.5113,0.8963,1
1.424,1.27,1.893,0.5917,0.1731,0.8903,0.5401,0.8587,1
1.606,1.3,1.591,0.6178,0.1786,0.8919,0.5739,0.885,1
1.888,1.28,1.555,0.596,0.1731,0.8865,0.5578,0.8605,1
1.634,1.14,2.111,0.5739,0.1692,0.8837,0.5409,0.8784,1
2.076,1.28,1.736,0.5943,0.1736,0.8878,0.5579,0.8707,1
1.558,1.28,1.643,0.5726,0.169,0.8844,0.5343,0.8877,1
1.549,1.14,1.998,0.5673,0.1665,0.8784,0.5412,0.8571,1
2.046,1.28,1.706,0.6011,0.1756,0.891,0.5594,0.895,1
1.554,1.28,1.494,0.5682,0.1676,0.8823,0.5307,0.8876,1
1.681,1.29,2.085,0.6186,0.1784,0.891,0.5743,0.8774,1
1.892,1.28,1.77,0.5644,0.1681,0.8848,0.5224,0.874,1
1.644,1.28,2.06,0.5874,0.1696,0.8804,0.5563,0.8387,1
1.719,1.27,1.471,0.5688,0.1641,0.8707,0.5554,0.8878,1
1.763,1.28,1.575,0.5622,0.1606,0.8628,0.5618,0.8541,1
2.088,1.29,1.661,0.6258,0.1793,0.8908,0.5786,0.8528,1
1.639,1.28,2.079,0.5853,0.1679,0.8765,0.5602,0.8387,1
1.74,1.29,2.066,0.6282,0.18,0.8907,0.5837,0.8899,1
1.828,1.28,1.637,0.5821,0.1701,0.8809,0.5637,0.8741,1
1.969,1.28,1.507,0.5672,0.1606,0.8614,0.5678,0.8636,1
1.937,1.3,1.595,0.5712,0.1702,0.8875,0.5319,0.8574,1
1.533,1.28,2.011,0.5864,0.1699,0.8791,0.5671,0.8678,1
1.652,1.28,1.86,0.5705,0.1693,0.8862,0.5281,0.888,1
2.052,1.15,1.69,0.5957,0.1757,0.8949,0.5421,0.8899,1
1.668,1.27,2.044,0.5671,0.1638,0.8709,0.5522,0.892,1
1.66,1.28,1.822,0.5643,0.1673,0.8806,0.54,0.8586,1
1.823,1.29,1.735,0.5691,0.1707,0.8897,0.5252,0.8582,1
1.892,1.29,1.535,0.5929,0.1725,0.8835,0.5688,0.8618,1
2.046,1.15,1.868,0.654,0.187,0.9053,0.5606,0.9788,1
1.597,1.28,1.522,0.5616,0.1666,0.8795,0.5382,0.8725,1
1.658,1.12,1.624,0.5552,0.1658,0.8815,0.5142,0.9135,1
1.532,1.28,1.547,0.5586,0.1671,0.8836,0.5184,0.869,1
1.821,1.28,2.28,0.6654,0.1874,0.8958,0.5938,0.8817,1
1.645,1.28,1.582,0.5779,0.1676,0.8782,0.5514,0.87,1
1.752,1.29,2.085,0.6085,0.1767,0.8904,0.5681,0.8387,1
1.584,1.3,2.022,0.5804,0.163,0.8639,0.5755,0.8291,1
1.545,1.29,1.755,0.6063,0.177,0.8927,0.562,0.8477,1
1.888,1.15,2.105,0.6097,0.1789,0.9007,0.5371,0.9427,1
1.806,1.27,1.484,0.5693,0.1677,0.8817,0.5344,0.8858,1
1.76,1.27,1.915,0.5686,0.1677,0.8818,0.5347,0.8862,1
1.678,1.28,2.259,0.5964,0.1732,0.8868,0.5572,0.8515,1
1.657,1.28,1.992,0.5818,0.169,0.8804,0.5528,0.8591,1
0.9314,0.9,1.696,0.3011,0.07387,0.6069,0.6922,0.8149,4
1.057,0.91,2.403,0.4925,0.1069,0.7,0.7565,0.9578,4
1.914,1.08,2.135,0.5104,0.1226,0.7479,0.7099,0.9169,4
1.263,1.08,1.948,0.4665,0.1311,0.7918,0.6005,0.9196,4
2.244,1.09,1.536,0.5303,0.1274,0.7534,0.7176,0.9326,4
1.301,1.08,1.902,0.4677,0.1299,0.7882,0.6069,0.9391,4
1.704,1.08,1.576,0.4668,0.1291,0.785,0.6136,0.9371,4
2.331,1.09,1.721,0.5655,0.1518,0.8302,0.6257,0.9248,4
1.396,1.09,1.628,0.4471,0.119,0.7605,0.621,0.9341,4
1.976,1.22,1.714,0.4972,0.1405,0.8171,0.5842,0.9399,4
1.947,1.23,1.986,0.6051,0.1667,0.8636,0.5982,0.9039,4
1.524,1.09,2.449,0.542,0.1475,0.8258,0.6142,0.8908,4
2.491,1.09,1.723,0.5948,0.1582,0.84,0.6276,0.9064,4
1.249,1.09,1.702,0.4485,0.1214,0.7671,0.6133,0.9245,4
2.51,1.09,1.598,0.5998,0.1605,0.8446,0.6252,0.9044,4
2.016,1.1,1.572,0.4908,0.1358,0.8018,0.6101,0.911,4
1.911,1.09,1.248,0.4162,0.1033,0.7021,0.7052,0.9775,4
